"attr1_s","attr7_2","attr7_3","attr1_1","attr1_2","attr1_3","gender"
0.7846153846153846,0.2,0.05,0.15,0.125,0.1875,0.0
0.7846153846153846,0.2,0.05,0.15,0.125,0.1875,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.26666666666666666,,0.2,0.25,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7846153846153846,0.06666666666666667,,0.22,0.1875,,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,0.26666666666666666,0.3,0.2,0.0625,0.125,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.7384615384615385,,,0.1,,,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.8461538461538461,0.3333333333333333,0.45,0.35,0.6875,0.5,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.7230769230769231,0.06666666666666667,,0.15,0.125,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.8769230769230769,0.2,,0.08,0.0875,,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.0,0.26666666666666666,0.3,0.18,0.1875,0.25,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7076923076923077,0.4,0.25,0.2,0.3125,0.5,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.7230769230769231,0.4666666666666667,,0.15,0.1375,,0.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8153846153846154,0.4666666666666667,0.85,0.2,0.175,0.25,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8307692307692308,0.4,0.9,0.45,0.5625,0.5625,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.25,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.8923076923076924,,,0.7,,,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.9076923076923077,0.5333333333333333,0.8,0.35,0.5625,0.75,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.7846153846153846,0.13333333333333333,0.0,0.25,0.125,0.25,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.0,0.26666666666666666,,0.2,0.1875,,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.7846153846153846,0.6,0.95,0.25,0.275,0.275,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.3,0.5625,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.8923076923076924,0.3333333333333333,0.45,0.3,0.4375,0.625,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.0,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7230769230769231,,,0.2,0.1875,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.7076923076923077,,,0.2,,,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
0.9230769230769231,,0.8,0.35,0.5625,1.0,1.0
